phase,case_id,instance,solution,scale,gurobi_runtime_seconds,gurobi_runtime_status,gurobi_runtime_source,time_limit_seconds,time_limit_rule,checker_accepted
train,elci2022,tiny_instance.json,tiny_solution.json,small,0.46,observed,historical_collaborator_archive,60,runtime <= 5s -> 60s,True
train,fischetti1998,tiny_instance.json,tiny_solution.json,small,0.21,observed,historical_collaborator_archive,60,runtime <= 5s -> 60s,True
train,fischetti2017,tiny_instance.json,tiny_solution.json,small,0.41,observed,historical_collaborator_archive,60,runtime <= 5s -> 60s,True
train,fleszar2022b,tiny_instance.json,tiny_solution.json,small,0.22,observed,historical_collaborator_archive,60,runtime <= 5s -> 60s,True
train,forrest2006,tiny_instance.json,tiny_solution.json,small,0.17,observed,historical_collaborator_archive,60,runtime <= 5s -> 60s,True
train,fragkos2016,tiny_instance.json,tiny_solution.json,small,0.14,observed,historical_collaborator_archive,60,runtime <= 5s -> 60s,True
train,fragkos2021,tiny_instance.json,tiny_solution.json,small,0.11,observed,historical_collaborator_archive,60,runtime <= 5s -> 60s,True
train,freeman2018,tiny_instance.json,tiny_solution.json,small,0.9,observed,historical_collaborator_archive,60,runtime <= 5s -> 60s,True
train,freling2003,tiny_instance.json,tiny_solution.json,small,0.11,observed,historical_collaborator_archive,60,runtime <= 5s -> 60s,True
train,frey2017,tiny_instance.json,tiny_solution.json,small,0.25,observed,historical_collaborator_archive,60,runtime <= 5s -> 60s,True
train,furini2016,tiny_instance.json,tiny_solution.json,small,6.11,observed,historical_collaborator_archive,120,runtime <= 30s -> 120s,True
train,furini2017,tiny_instance.json,tiny_solution.json,small,1.46,observed,historical_collaborator_archive,60,runtime <= 5s -> 60s,True
train,furini2019,tiny_instance.json,tiny_solution.json,small,0.12,observed,historical_collaborator_archive,60,runtime <= 5s -> 60s,True
train,furini2021,tiny_instance.json,tiny_solution.json,small,0.1,observed,historical_collaborator_archive,60,runtime <= 5s -> 60s,True
