phase,case_id,instance,solution,scale,gurobi_runtime_seconds,gurobi_runtime_status,gurobi_runtime_source,time_limit_seconds,time_limit_rule,eval_time_limit_seconds,checker_accepted
holdout,bentert2022,large_instance_5.json,large_solution_5.json,large,3574.69,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,900,True
holdout,bergman2019,large_instance_3.json,large_solution_3.json,large,3600.17,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,900,True
holdout,bertsimas2022,large_instance_4.json,large_solution_4.json,large,3606.96,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,900,True
holdout,bertsimas2024,large_instance_4.json,large_solution_4.json,large,3028.6974435467273,observed,current_rerun_20260831,900,runtime > 300s -> 900s,900,True
holdout,bettinelli2017,large_instance_4.json,large_solution_4.json,large,3610.9,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,900,True
holdout,bierwirth2017,large_instance_1.json,large_solution_1.json,large,3600.35,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,900,True
holdout,bode2012,large_instance_3.json,large_solution_3.json,large,1.86,observed,historical_collaborator_archive,60,runtime <= 5s -> 60s,900,True
holdout,bodur2017,large_instance_4.json,large_solution_4.json,large,205.16,observed,historical_collaborator_archive,600,runtime <= 300s -> 600s,900,True
holdout,boland2019,large_instance_1.json,large_solution_1.json,large,3600.23,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,900,True
holdout,bollapragada2001,large_instance_5.json,large_solution_5.json,large,3600.28,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,900,True
holdout,borndorfer2007,large_instance_3.json,large_solution_3.json,large,3602.66,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,900,True
holdout,bragin2022,large_instance_5.json,large_solution_5.json,large,1.81,observed,historical_collaborator_archive,60,runtime <= 5s -> 60s,900,True
holdout,brandao2016,large_instance_2.json,large_solution_2.json,large,161.55,observed,historical_collaborator_archive,600,runtime <= 300s -> 600s,900,True
holdout,bront2009,large_instance_3.json,large_solution_3.json,large,147.8,observed,historical_collaborator_archive,600,runtime <= 300s -> 600s,900,True
holdout,buchheim2018,large_instance_3.json,large_solution_3.json,large,3600.56,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,900,True
holdout,byeon2022,large_instance_2.json,large_solution_2.json,large,164.04107390902936,observed,current_rerun_20260831,600,runtime <= 300s -> 600s,900,True
holdout,caprara1999,large_instance_1.json,large_solution_1.json,large,16.28,observed,historical_collaborator_archive,120,runtime <= 30s -> 120s,900,True
holdout,carosi2019,large_instance_3.json,large_solution_3.json,large,3606.05,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,900,True
holdout,carvalho1999,large_instance_1.json,large_solution_1.json,large,18.62,observed,historical_collaborator_archive,120,runtime <= 30s -> 120s,900,True
holdout,carvalho2022,large_instance_3.json,large_solution_3.json,large,3600.6,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,900,True
holdout,castro2021,large_instance_1.json,large_solution_1.json,large,1643.35,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,900,True
holdout,chebil2015,large_instance_4.json,large_solution_4.json,large,2.59,observed,historical_collaborator_archive,60,runtime <= 5s -> 60s,900,True
holdout,chebil2019,large_instance_3.json,large_solution_3.json,large,179.24,observed,historical_collaborator_archive,600,runtime <= 300s -> 600s,900,True
holdout,chen1999,large_instance_3.json,large_solution_3.json,large,3601.87,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,900,True
holdout,cherkesly2015,large_instance_4.json,large_solution_4.json,large,259.20907141733915,observed,current_rerun_20260831,600,runtime <= 300s -> 600s,900,True
holdout,colombi2017,large_instance_3.json,large_solution_3.json,large,3600.27,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,900,True
holdout,contreras2011,large_instance_4.json,large_solution_4.json,large,580.75,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,900,True
holdout,cordeau2006,large_instance_2.json,large_solution_2.json,large,3600.74,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,900,True
holdout,cordeau2014,large_instance_4.json,large_solution_4.json,large,3601.6832738369703,observed,current_rerun_20260831,900,runtime > 300s -> 900s,900,True
holdout,cordeau2019,large_instance_1.json,large_solution_1.json,large,268.04,observed,historical_collaborator_archive,600,runtime <= 300s -> 600s,900,True
holdout,cote2018,large_instance_5.json,large_solution_5.json,large,24.68,observed,historical_collaborator_archive,120,runtime <= 30s -> 120s,900,True
holdout,cote2019,large_instance_5.json,large_solution_5.json,large,185.19,observed,historical_collaborator_archive,600,runtime <= 300s -> 600s,900,True
holdout,cunha2021,large_instance_3.json,large_solution_3.json,large,3600.48,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,900,True
holdout,damcikurt2016,large_instance_2.json,large_solution_2.json,large,755.4486540015787,observed,current_rerun_20260831,900,runtime > 300s -> 900s,900,True
holdout,dayarian2019,large_instance_2.json,large_solution_2.json,large,3600.793936959468,observed,current_rerun_20260831,900,runtime > 300s -> 900s,900,True
holdout,degraeve2007,large_instance_3.json,large_solution_3.json,large,76.42,observed,historical_collaborator_archive,300,runtime <= 120s -> 300s,900,True
holdout,delage2022,large_instance_1.json,large_solution_1.json,large,3600.37,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,900,True
holdout,delorme2020,large_instance_1.json,large_solution_1.json,large,860.22,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,900,True
holdout,desaulniers2010,large_instance_2.json,large_solution_2.json,large,3608.49,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,900,True
holdout,desaulniers2014,large_instance_5.json,large_solution_5.json,large,3600.3,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,900,True
holdout,desaulniers2016,large_instance_3.json,large_solution_3.json,large,3600.87,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,900,True
holdout,dienstknecht2024,large_instance_4.json,large_solution_4.json,large,3.65,observed,historical_collaborator_archive,60,runtime <= 5s -> 60s,900,True
holdout,earl2005,large_instance_3.json,large_solution_3.json,large,151.6,observed,historical_collaborator_archive,600,runtime <= 300s -> 600s,900,True
holdout,eiselt2009,large_instance_3.json,large_solution_3.json,large,3608.74,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,900,True
holdout,elci2022,large_instance_2.json,large_solution_2.json,large,2000.18,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,900,True
holdout,engineer2012,large_instance_1.json,large_solution_1.json,large,1632.81,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,900,True
holdout,fischetti1997,large_instance_1.json,large_solution_1.json,large,3602.97,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,900,True
holdout,fischetti1998,large_instance_2.json,large_solution_2.json,large,125.23,observed,historical_collaborator_archive,600,runtime <= 300s -> 600s,900,True
holdout,fischetti2017,large_instance_5.json,large_solution_5.json,large,3600.78,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,900,True
holdout,fleszar2022b,large_instance_2.json,large_solution_2.json,large,3600.27,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,900,True
holdout,forrest2006,large_instance_5.json,large_solution_5.json,large,274.55,observed,historical_collaborator_archive,600,runtime <= 300s -> 600s,900,True
holdout,fragkos2016,large_instance_3.json,large_solution_3.json,large,3600.4,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,900,True
holdout,fragkos2021,large_instance_3.json,large_solution_3.json,large,3600.0,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,900,True
holdout,freeman2018,large_instance_2.json,large_solution_2.json,large,102.68,observed,historical_collaborator_archive,300,runtime <= 120s -> 300s,900,True
holdout,freling2003,large_instance_1.json,large_solution_1.json,large,117.59,observed,historical_collaborator_archive,300,runtime <= 120s -> 300s,900,True
holdout,frey2017,large_instance_4.json,large_solution_4.json,large,175.01,observed,historical_collaborator_archive,600,runtime <= 300s -> 600s,900,True
holdout,furini2016,large_instance_1.json,large_solution_1.json,large,3622.53,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,900,True
holdout,furini2017,large_instance_3.json,large_solution_3.json,large,73.66,observed,historical_collaborator_archive,300,runtime <= 120s -> 300s,900,True
holdout,furini2019,large_instance_2.json,large_solution_2.json,large,3603.47,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,900,True
holdout,furini2021,large_instance_1.json,large_solution_1.json,large,3600.18,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,900,True
holdout,gamache1999,large_instance_1.json,large_solution_1.json,large,105.24,observed,historical_collaborator_archive,300,runtime <= 120s -> 300s,900,True
holdout,gangammanavar2020,large_instance_5.json,large_solution_5.json,large,118.24,observed,historical_collaborator_archive,300,runtime <= 120s -> 300s,900,True
holdout,garcia2011,large_instance_5.json,large_solution_5.json,large,79.04,observed,historical_collaborator_archive,300,runtime <= 120s -> 300s,900,True
holdout,gruson2021,large_instance_1.json,large_solution_1.json,large,803.57,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,900,True
holdout,gschwind2021,large_instance_1.json,large_solution_1.json,large,3622.7386569269,observed,current_rerun_20260831,900,runtime > 300s -> 900s,900,True
holdout,gualandi2012,large_instance_5.json,large_solution_5.json,large,3604.67,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,900,True
holdout,guo2021,large_instance_3.json,large_solution_3.json,large,3607.83,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,900,True
holdout,hadjar2006,large_instance_1.json,large_solution_1.json,large,186.43671914376318,observed,current_rerun_20260831,600,runtime <= 300s -> 600s,900,True
holdout,hassannayebi2016,large_instance_3.json,large_solution_3.json,large,3601.0,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,900,True
holdout,he2020,large_instance_3.json,large_solution_3.json,large,3624.26,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,900,True
holdout,hewitt2024,large_instance_2.json,large_solution_2.json,large,3608.19,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,900,True
holdout,hoffman1993,large_instance_4.json,large_solution_4.json,large,3600.59,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,900,True
holdout,hosseinian2020,large_instance_2.json,large_solution_2.json,large,3601.49,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,900,True
holdout,huisman2005,large_instance_2.json,large_solution_2.json,large,100.9,observed,historical_collaborator_archive,300,runtime <= 120s -> 300s,900,True
holdout,ji2019,large_instance_1.json,large_solution_1.json,large,3600.85,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,900,True
holdout,juvin2023,large_instance_3.json,large_solution_3.json,large,68.35,observed,historical_collaborator_archive,300,runtime <= 120s -> 300s,900,True
holdout,kang2021,large_instance_2.json,large_solution_2.json,large,3600.71,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,900,True
holdout,klose2005,large_instance_1.json,large_solution_1.json,large,3614.82,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,900,True
holdout,knueven2020,large_instance_4.json,large_solution_4.json,large,1229.34,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,900,True
holdout,kobayashi2021,large_instance_2.json,large_solution_2.json,large,99.46,observed,historical_collaborator_archive,300,runtime <= 120s -> 300s,900,True
holdout,kobeaga2024,large_instance_4.json,large_solution_4.json,large,3603.45,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,900,True
holdout,kowalczyk2018,large_instance_1.json,large_solution_1.json,large,8.79,observed,historical_collaborator_archive,120,runtime <= 30s -> 120s,900,True
holdout,kowalczyk2024,large_instance_4.json,large_solution_4.json,large,235.66,observed,historical_collaborator_archive,600,runtime <= 300s -> 600s,900,True
holdout,kress2019,large_instance_2.json,large_solution_2.json,large,3610.234077123925,observed,current_rerun_20260831,900,runtime > 300s -> 900s,900,True
holdout,kreter2018,large_instance_2.json,large_solution_2.json,large,3613.14,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,900,True
holdout,lai2021,large_instance_4.json,large_solution_4.json,large,3616.42,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,900,True
holdout,laporte2003,large_instance_3.json,large_solution_3.json,large,437.81,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,900,True
holdout,lee1996,large_instance_1.json,large_solution_1.json,large,10.43,observed,historical_collaborator_archive,120,runtime <= 30s -> 120s,900,True
holdout,legrain2020,large_instance_1.json,large_solution_1.json,large,3602.37,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,900,True
holdout,legrain2024,large_instance_5.json,large_solution_5.json,large,3601.5477789714932,observed,current_rerun_20260831,900,runtime > 300s -> 900s,900,True
holdout,letelier2022,large_instance_3.json,large_solution_3.json,large,3602.85,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,900,True
holdout,levin2017,large_instance_3.json,large_solution_3.json,large,141.69,observed,historical_collaborator_archive,600,runtime <= 300s -> 600s,900,True
holdout,li2020,large_instance_1.json,large_solution_1.json,large,3600.29,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,900,True
holdout,liao2020,large_instance_3.json,large_solution_3.json,large,1956.286275235936,observed,current_rerun_20260831,900,runtime > 300s -> 900s,900,True
holdout,lozano2017,large_instance_2.json,large_solution_2.json,large,546.2803139062598,observed,current_rerun_20260831,900,runtime > 300s -> 900s,900,True
holdout,luo2017,large_instance_5.json,large_solution_5.json,large,3601.0,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,900,True
holdout,mansini2020,large_instance_3.json,large_solution_3.json,large,130.21,observed,historical_collaborator_archive,600,runtime <= 300s -> 600s,900,True
holdout,martello1999,large_instance_1.json,large_solution_1.json,large,233.24,observed,historical_collaborator_archive,600,runtime <= 300s -> 600s,900,True
holdout,martin-iradi2024,large_instance_3.json,large_solution_3.json,large,3601.1,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,900,True
holdout,mehrotra1996,large_instance_5.json,large_solution_5.json,large,3633.996225995943,observed,current_rerun_20260831,900,runtime > 300s -> 900s,900,True
holdout,mingozzi1999,large_instance_2.json,large_solution_2.json,large,187.29,observed,historical_collaborator_archive,600,runtime <= 300s -> 600s,900,True
holdout,morrison2016,large_instance_2.json,large_solution_2.json,large,97.21,observed,historical_collaborator_archive,300,runtime <= 120s -> 300s,900,True
holdout,muter2010,large_instance_2.json,large_solution_2.json,large,1523.6928333165124,observed,current_rerun_20260831,900,runtime > 300s -> 900s,900,True
holdout,nagy2015,large_instance_2.json,large_solution_2.json,large,3604.89,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,900,True
holdout,oliveira2020,large_instance_4.json,large_solution_4.json,large,0.22707281820476055,observed,current_rerun_20260831,60,runtime <= 5s -> 60s,900,True
holdout,ostrowski2012,large_instance_51.json,large_solution_51.json,large,195.68431826401502,observed,current_rerun_20260831,600,runtime <= 300s -> 600s,900,True
holdout,ozturk2020,large_instance_3.json,large_solution_3.json,large,3600.98,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,900,True
holdout,pecin2017,large_instance_4.json,large_solution_4.json,large,3601.61,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,900,True
holdout,pedersen2024,large_instance_3.json,large_solution_3.json,large,1387.68,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,900,True
holdout,pessoa2021,large_instance_5.json,large_solution_5.json,large,3600.65,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,900,True
holdout,pettersson2020,large_instance_5.json,large_solution_5.json,large,139.47,observed,historical_collaborator_archive,600,runtime <= 300s -> 600s,900,True
holdout,pinnoi1997,large_instance_1.json,large_solution_1.json,large,0.48,observed,historical_collaborator_archive,60,runtime <= 5s -> 60s,900,True
holdout,potthoff2010,large_instance_5.json,large_solution_5.json,large,0.16989686340093613,observed,current_rerun_20260831,60,runtime <= 5s -> 60s,900,True
holdout,rahimian2017,large_instance_5.json,large_solution_5.json,large,22.65,observed,historical_collaborator_archive,120,runtime <= 30s -> 120s,900,True
holdout,rahmaniani2017,large_instance_2.json,large_solution_2.json,large,137.31863779388368,observed,current_rerun_20260831,600,runtime <= 300s -> 600s,900,True
holdout,rahmaniani2018,large_instance_3.json,large_solution_3.json,large,232.11549211107194,observed,current_rerun_20260831,600,runtime <= 300s -> 600s,900,True
holdout,rahmaniani2020,large_instance_3.json,large_solution_3.json,large,327.03,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,900,True
holdout,rahmaniani2022,large_instance_5.json,large_solution_5.json,large,225.45050676353276,observed,current_rerun_20260831,600,runtime <= 300s -> 600s,900,True
holdout,reihaneh2019,large_instance_4.json,large_solution_4.json,large,3600.83,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,900,True
holdout,reinhardt2016,large_instance_2.json,large_solution_2.json,large,3601.71,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,900,True
holdout,ribeiro1994,large_instance_2.json,large_solution_2.json,large,53.6,observed,historical_collaborator_archive,300,runtime <= 120s -> 300s,900,True
holdout,riley2025,large_instance_5.json,large_solution_5.json,large,304.5848647747189,observed,current_rerun_20260831,900,runtime > 300s -> 900s,900,True
holdout,roberti2015,large_instance_4.json,large_solution_4.json,large,3600.27,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,900,True
holdout,roberti2018,large_instance_3.json,large_solution_3.json,large,3600.41,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,900,True
holdout,roberti2021,large_instance_5.json,large_solution_5.json,large,128.33,observed,historical_collaborator_archive,600,runtime <= 300s -> 600s,900,True
holdout,ropke2009,large_instance_3.json,large_solution_3.json,large,3608.36,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,900,True
holdout,roshanaei2017,large_instance_2.json,large_solution_2.json,large,3608.76,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,900,True
holdout,rostami2021,large_instance_5.json,large_solution_5.json,large,784.83,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,900,True
holdout,rothenbacher2018,large_instance_5.json,large_solution_5.json,large,3626.55,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,900,True
holdout,rothenbacher2019,large_instance_3.json,large_solution_3.json,large,1499.28,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,900,True
holdout,ruiz2007,large_instance_4.json,large_solution_4.json,large,3600.55,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,900,True
holdout,sadykov2013,large_instance_5.json,large_solution_5.json,large,3604.18,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,900,True
holdout,salemi2022,large_instance_5.json,large_solution_5.json,large,3615.15,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,900,True
holdout,samarghandi2017,large_instance_5.json,large_solution_5.json,large,3603.75,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,900,True
holdout,sansegundo2016,large_instance_1.json,large_solution_1.json,large,112.8,observed,historical_collaborator_archive,300,runtime <= 120s -> 300s,900,True
holdout,sansegundo2023,large_instance_1.json,large_solution_1.json,large,3602.95,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,900,True
holdout,savelsbergh1997,large_instance_4.json,large_solution_4.json,large,0.34,observed,historical_collaborator_archive,60,runtime <= 5s -> 60s,900,True
holdout,schwerdfeger2016,large_instance_1.json,large_solution_1.json,large,26.5,observed,historical_collaborator_archive,120,runtime <= 30s -> 120s,900,True
holdout,segundo2019,large_instance_1.json,large_solution_1.json,large,3628.93,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,900,True
holdout,segundo2019b,large_instance_4.json,large_solution_4.json,large,3616.78,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,900,True
holdout,seker2021,large_instance_1.json,large_solution_1.json,large,84.04,observed,historical_collaborator_archive,300,runtime <= 120s -> 300s,900,True
holdout,song2021,large_instance_5.json,large_solution_5.json,large,16.75,observed,historical_collaborator_archive,120,runtime <= 30s -> 120s,900,True
holdout,spliet2015,large_instance_3.json,large_solution_3.json,large,3601.01,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,900,True
holdout,taninmis2022,large_instance_1.json,large_solution_1.json,large,2976.200261361897,observed,current_rerun_20260831,900,runtime > 300s -> 900s,900,True
holdout,tran2018,large_instance_4.json,large_solution_4.json,large,75.82,observed,historical_collaborator_archive,300,runtime <= 120s -> 300s,900,True
holdout,vidal2011,large_instance_2.json,large_solution_2.json,large,3601.31,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,900,True
holdout,walteros2020,large_instance_1.json,large_solution_1.json,large,37.58,observed,historical_collaborator_archive,300,runtime <= 120s -> 300s,900,True
holdout,wang2019,large_instance_1.json,large_solution_1.json,large,3602.56,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,900,True
holdout,wang2025,large_instance_3.json,large_solution_3.json,large,495.68,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,900,True
holdout,wangk2020,large_instance_1.json,large_solution_1.json,large,238.96,observed,historical_collaborator_archive,600,runtime <= 300s -> 600s,900,True
holdout,wangy2020,large_instance_1.json,large_solution_1.json,large,100.99,observed,historical_collaborator_archive,300,runtime <= 120s -> 300s,900,True
holdout,watermeyer2020,large_instance_5.json,large_solution_5.json,large,3604.59,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,900,True
holdout,watermeyer2022,large_instance_1.json,large_solution_1.json,large,140.0,observed,historical_collaborator_archive,600,runtime <= 300s -> 600s,900,True
holdout,watermeyer2023,large_instance_5.json,large_solution_5.json,large,102.54,observed,historical_collaborator_archive,300,runtime <= 120s -> 300s,900,True
holdout,wei2020,large_instance_4.json,large_solution_4.json,large,3602.59,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,900,True
holdout,wei2020b,large_instance_2.json,large_solution_2.json,large,12.53,observed,historical_collaborator_archive,120,runtime <= 30s -> 120s,900,True
holdout,wu2018,large_instance_3.json,large_solution_3.json,large,3600.22,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,900,True
holdout,wu2022,large_instance_4.json,large_solution_4.json,large,141.7,observed,historical_collaborator_archive,600,runtime <= 300s -> 600s,900,True
holdout,wu2023,large_instance_5.json,large_solution_5.json,large,1651.7177609149367,observed,current_rerun_20260831,900,runtime > 300s -> 900s,900,True
holdout,xie2019,large_instance_2.json,large_solution_2.json,large,135.65,observed,historical_collaborator_archive,600,runtime <= 300s -> 600s,900,True
holdout,xu2024,large_instance_1.json,large_solution_1.json,large,3600.7,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,900,True
holdout,yang2013,large_instance_1.json,large_solution_1.json,large,3605.41,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,900,True
holdout,zetina2019,large_instance_4.json,large_solution_4.json,large,3615.01,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,900,True
holdout,zetina2020,large_instance_2.json,large_solution_2.json,large,3601.15,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,900,True
holdout,zhang2025,large_instance_4.json,large_solution_4.json,large,3605.76,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,900,True
holdout,zohali2022,large_instance_2.json,large_solution_2.json,large,30.215197525918484,observed,current_rerun_20260831,300,runtime <= 120s -> 300s,900,True
test,adulyasak2015,large_instance_1.json,large_solution_1.json,large,3628.54,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,900,True
test,adulyasak2015,large_instance_2.json,large_solution_2.json,large,3617.55,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,900,True
test,adulyasak2015,large_instance_3.json,large_solution_3.json,large,3613.11,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,900,True
test,adulyasak2015,large_instance_5.json,large_solution_5.json,large,3613.01,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,900,True
test,alba2013,large_instance_1.json,large_solution_1.json,large,38.35,observed,historical_collaborator_archive,300,runtime <= 120s -> 300s,900,True
test,alba2013,large_instance_2.json,large_solution_2.json,large,108.91,observed,historical_collaborator_archive,300,runtime <= 120s -> 300s,900,True
test,alba2013,large_instance_3.json,large_solution_3.json,large,2511.67,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,900,True
test,alba2013,large_instance_4.json,large_solution_4.json,large,757.15,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,900,True
test,alfieri2020,large_instance_1.json,large_solution_1.json,large,3613.69,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,900,True
test,alfieri2020,large_instance_2.json,large_solution_2.json,large,3604.97,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,900,True
test,alfieri2020,large_instance_4.json,large_solution_4.json,large,3615.22,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,900,True
test,alfieri2020,large_instance_5.json,large_solution_5.json,large,3605.31,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,900,True
test,amaldi2013,large_instance_1.json,large_solution_1.json,large,145.64,observed,historical_collaborator_archive,600,runtime <= 300s -> 600s,900,True
test,amaldi2013,large_instance_2.json,large_solution_2.json,large,3600.89,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,900,True
test,amaldi2013,large_instance_3.json,large_solution_3.json,large,3602.07,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,900,True
test,amaldi2013,large_instance_5.json,large_solution_5.json,large,3601.65,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,900,True
test,araujo2015,large_instance_1.json,large_solution_1.json,large,3601.78,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,900,True
test,araujo2015,large_instance_3.json,large_solution_3.json,large,3600.71,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,900,True
test,araujo2015,large_instance_4.json,large_solution_4.json,large,4.44,observed,historical_collaborator_archive,60,runtime <= 5s -> 60s,900,True
test,araujo2015,large_instance_5.json,large_solution_5.json,large,3601.13,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,900,True
test,araujo2020,large_instance_2.json,large_solution_2.json,large,148.05,observed,historical_collaborator_archive,600,runtime <= 300s -> 600s,900,True
